"cmc","oracle_text","rarity","num_printings","price"
1,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Stonewright is paired with another creature, each of those creatures has ""{R}: This creature gets +1/+0 until end of turn.""","uncommon",1,0.06
2,"Activated abilities of artifacts can't be activated.","rare",2,3.24
2,"{1}{U}, {T}: You may tap or untap target creature.","common",2,0.07
2,"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
Merfolk spells and Wizard spells you cast cost {1} less to cast.","common",3,0.29
3,"Whenever Stonybrook Schoolmaster becomes tapped, you may create a 1/1 blue Merfolk Wizard creature token.","common",2,0.16
1,"Target player discards a card.
Gotcha — If an opponent audibly flicks the cards in their hand, you may say ""Gotcha!"" When you do, return Stop That from your graveyard to your hand.","common",1,0.15
3,"As long as Storage Matrix is untapped, each player chooses artifact, creature, or land during their untap step. That player can untap only permanents of the chosen type this step.","rare",3,2.24
3,"When Storm Caller enters the battlefield, it deals 2 damage to each opponent.","common",1,0.17
5,"Each player may play an additional land during each of their turns.
Whenever a land is tapped for mana, return it to its owner's hand.","rare",4,2.44
0,"Flying","common",16,0.11
2,"Haste
Storm Entity enters the battlefield with a +1/+1 counter on it for each other spell cast this turn.","uncommon",6,0.01
2,"Flying
Raid — Storm Fleet Aerialist enters the battlefield with a +1/+1 counter on it if you attacked this turn.","uncommon",1,0.1
5,"Raid — When Storm Fleet Arsonist enters the battlefield, if you attacked this turn, target opponent sacrifices a permanent.","uncommon",1,0.06
3,"Flying
Parley — Whenever Storm Fleet Negotiator attacks, each player reveals the top card of their library. For each nonland card revealed this way, you create a Map token. Then each player draws a card. (A Map token is an artifact with ""{1}, {T}, Sacrifice this artifact: Target creature you control explores. Activate only as a sorcery."")","rare",2,0.17
5,"Raid — When Storm Fleet Pyromancer enters the battlefield, if you attacked this turn, Storm Fleet Pyromancer deals 2 damage to any target.","common",3,0.02
3,"Haste
Storm Fleet Sprinter can't be blocked.","uncommon",1,0.3
3,"Raid — When Storm Fleet Spy enters the battlefield, if you attacked this turn, draw a card.","uncommon",1,0.07
2,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Storm Fleet Swashbuckler has double strike as long as you have the city's blessing.","uncommon",1,0.1
1,"{G}{G}: Tap target creature with flying.","uncommon",1,0.17
10,"Create X 1/1 white Pegasus creature tokens with flying, where X is your life total.","rare",6,0.36
4,"Storm Sculptor can't be blocked.
When Storm Sculptor enters the battlefield, return a creature you control to its owner's hand.","common",4,0.05
3,"{R}: Storm Shaman gets +1/+0 until end of turn.","common",6,0.09
5,"Flying
Instant and sorcery spells you cast cost {1} less to cast.
Whenever you cast an instant or sorcery spell, Storm Skreelix gets +2/+0 until end of turn.","uncommon",2,0.12
4,"When you cast this spell, copy it for each kind of counter among permanents you control. You may choose new targets for the copies.
Return target nonland permanent to its owner's hand.","rare",3,0.08
6,"Ward {3}
Whenever you cast your second spell each turn, copy it, except the copy isn't legendary. You may choose new targets for the copy. (A copy of a permanent spell becomes a token.)","mythic",5,3.59
6,"Return all creature cards from your graveyard to the battlefield. Each of them is a 1/1 Spirit with flying in addition to its other types. Exile Storm of Souls.","rare",2,0.33
5,"Until end of turn, creatures you control get +2/+2 and gain ""Whenever this creature deals combat damage to a player or planeswalker, destroy target artifact or enchantment defending player controls.""","uncommon",1,0.02
4,"Distribute four +1/+1 counters among up to four target creatures you control. Creatures you control gain vigilance and trample until end of turn.","uncommon",1,0.04
3,"{2}, Discard a card at random: Stormbind deals 2 damage to any target.","special",5,0.17
2,"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)
Menace (This creature can't be blocked except by two or more creatures.)","uncommon",5,0.06
3,"Flying
Stormbound Geist can block only creatures with flying.
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)","common",1,0.1
5,"Flying, haste, protection from white
{5}{R}{R}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When Stormbreath Dragon becomes monstrous, it deals damage to each opponent equal to the number of cards in that player's hand.","mythic",1,1.56
0,"Each creature card in your graveyard has escape. The escape cost is equal to the card's mana cost plus exile three other cards from your graveyard. (You may cast cards from your graveyard for their escape cost.)
Whenever chaos ensues, detain target creature an opponent controls. (Until your next turn, that creature can't attack or block and its activated abilities can't be activated.)","common",1,1.08
3,"Haste
{1}{U}: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)","uncommon",1,0.08
4,"Sacrifice Stormcaller's Boon: Creatures you control gain flying until end of turn.
Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)","common",1,0.14
4,"Flying
{2}{U}{R}: Scry 1, then reveal the top card of your library. Stormchaser Chimera gets +X/+0 until end of turn, where X is that card's mana value. (To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)","uncommon",3,0.04
2,"Flying
Whenever Stormchaser Drake becomes the target of a spell you control, draw a card.","uncommon",2,0.37
2,"Flying, haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","uncommon",1,0.13
3,"{1}, Sacrifice another creature or artifact: Put a +1/+1 counter on Stormclaw Rager and draw a card. Activate only as a sorcery.","uncommon",1,0.04
5,"Flying
Stormcloud Djinn can block only creatures with flying.
{R}{R}: Stormcloud Djinn gets +2/+0 until end of turn and deals 1 damage to you.","uncommon",2,0.01
6,"Trample
Megamorph {4}{R}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)","uncommon",1,0.02
2,"Menace
At the beginning of your upkeep, each player draws a card and loses 1 life.","rare",5,0.67
5,"Flying
When Stormfront Riders enters the battlefield, return two creatures you control to their owner's hand.
Whenever Stormfront Riders or another creature is returned to your hand from the battlefield, create a 1/1 white Soldier creature token.","uncommon",3,0.05
2,"Whenever you cast a spell with mana value 5 or greater, put two +1/+1 counters on Stormkeld Prowler.","common",1,0.02
6,NA,"uncommon",1,0.1
2,"Equipped creature gets +1/+1.
Whenever a creature enters the battlefield under your control, you may attach Stormrider Rig to it.
Equip {2}","uncommon",1,0.14
4,"{2}{R}, Discard a card at random: Stormscale Anarch deals 2 damage to any target. If the discarded card was multicolored, Stormscale Anarch deals 4 damage instead.","rare",1,0.16
1,"{W}, {T}: Tap target creature.
{B}, {T}: Target player loses 1 life.","common",1,0.14
3,"Kicker {W} and/or {2}{B} (You may pay an additional {W} and/or {2}{B} as you cast this spell.)
When Stormscape Battlemage enters the battlefield, if it was kicked with its {W} kicker, you gain 3 life.
When Stormscape Battlemage enters the battlefield, if it was kicked with its {2}{B} kicker, destroy target nonblack creature. That creature can't be regenerated.","uncommon",4,0.02
2,"Flying
White spells and black spells you cast cost {1} less to cast.","special",2,0.44
4,"{W}{W}, {T}: Target creature gains protection from the color of your choice until end of turn.
{B}{B}, {T}: Target player loses 2 life and you gain 2 life.","rare",1,0.31
5,"Hexproof
Lieutenant — As long as you control your commander, Stormsurge Kraken gets +2/+2 and has ""Whenever Stormsurge Kraken becomes blocked, you may draw two cards.""","rare",3,0.46
8,"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
All lands are Islands in addition to their other types.
Creatures without flying or islandwalk can't attack.","rare",4,0.45
4,"Flying
Sacrifice a land: Return Stormwatch Eagle to its owner's hand.","common",2,0.1
3,"Flying
If noncombat damage would be dealt to Stormwild Capridor, prevent that damage. Put a +1/+1 counter on Stormwild Capridor for each 1 damage prevented this way.","uncommon",1,0.08
6,"Flying, first strike
Megamorph {5}{R}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Stormwing Dragon is turned face up, put a +1/+1 counter on each other Dragon creature you control.","uncommon",1,0.15
3,"As Story Circle enters the battlefield, choose a color.
{W}: The next time a source of your choice of the chosen color would deal damage to you this turn, prevent that damage.","rare",6,0.64
